Use?,Why?,comp_ID,study_ID,dam_ID,animal_ID,author,year,title,journal,species,strain,manip_type,manip_direction,nom_manip_val,,,,nom_manip_val2,,,,intake_reported,vitmin_eql,adlib_con,adlib_exp,diet_con,diet_exp,dam_diet_start_dPC,dam_diet_end_dPC,diet_label,age_mating,n_con_dam,n_exp_dam,multi_use_con,dam_housing,temperature,photoperiod,litter_size,litter_size_equalized,crossfostered,sex,housing,bodyweight_mean_contr,bodyweight_SE_contr,bodyweight_mean_exp,bodyweight_SE_exp,bw_N_contr,bw_N_exp,bw_dayPG,birthweight_mean_contr,birthweight_SE_contr,birthweight_mean_exp,birthweight_SE_exp,birthweight_N_contr,birthweight_N_exp,offspring_diet,offspring_con_adlib,offspring_diet_level,offspring_diet_end_dPP,post_diet_adlib,response_age_dPP,author's behaviour,my behaviour,response_test,time_trial,measure,unit,high_better,night/day,comparison,exp_mean,exp_se,exp_n,con_mean,con_se,con_n,con_ID,d,se,percentage,Data_source,measure_comments,SE_imputed,Comments,suppl_files,weight,weightSE,birth,birthSE,initial_d,intialSE,final_d,finalSE
yes,,comp_43,s_03,D_05,A_05,Trzcinska,1999,Influence of prenatal protein malnutrition,J041,rats,Sprague-Dawley,protein,-,24%,6%,25%,protein content,,,,,no,no,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_6Casein,-35,21,pre,,,,no,,22.7,12,8,yes,yes,f,pair,547.1,24.3,513.1,23,36,36,130,6.4,0.1,5.2,0.3,36,36,control,yes,Rat_Chow_PMI_foods_#5001,21,yes,130,ANXIETY,ANXIETY,Open_Field,5,Center_entries,#,yes,day,6/25-25/25 f,0.78,0.61,5,4.17,1.73,5,con_12,,,no,Fig. 2,,no,"didn't used stressed animals  called ""experimental"", only ""control"" ones from exp1. Used day 16 only, to avoid learning effect. ",,,,,,,,,
yes,,comp_44,s_03,D_05,A_06,Trzcinska,1999,Influence of prenatal protein malnutrition,J041,rats,Sprague-Dawley,protein,-,24%,6%,25%,protein content,,,,,no,no,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_6Casein,-35,21,pre,,,,no,,22.7,12,8,yes,yes,m,pair,547.1,24.3,513.1,23,36,36,130,6.4,0.1,5.2,0.3,36,36,control,yes,Rat_Chow_PMI_foods_#5001,21,yes,130,ANXIETY,ANXIETY,Open_Field,5,Center_entries,#,yes,day,6/25-25/25 m,1.88,0.37,13,1.7,0.58,13,con_13,,,no,Fig. 2,,no,"didn't used stressed animals  called ""experimental"", only ""control"" ones from exp1. Used day 16 only, to avoid learning effect. ",,,,,,,,,
?,FST,comp_45,s_03,D_06,A_07,Trzcinska,1999,Influence of prenatal protein malnutrition,J041,rats,Sprague-Dawley,protein,-,24%,6%,25%,protein content,,,,,no,no,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_6Casein,-35,21,pre,,,,no,,22.7,12,8,yes,yes,m,pair,547.1,24.3,513.1,23,36,36,130,6.4,0.1,5.2,0.3,36,36,control,yes,Rat_Chow_PMI_foods_#5001,21,yes,120,ANXIETY,ANXIETY,Forced_swim_test,5,latency_immobility,sec,no,day,6/25-25/25 m,57.8,13.76,14,57.11,11.01,14,con_14,,,no,Fig.3,,no,"Exp 2. Used only results from the initial swim test, not from the second one. ",,,,,,,,,
?,FST,comp_46,s_03,D_06,A_07,Trzcinska,1999,Influence of prenatal protein malnutrition,J041,rats,Sprague-Dawley,protein,-,24%,6%,25%,protein content,,,,,no,no,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_6Casein,-35,21,pre,,,,no,,22.7,12,8,yes,yes,m,pair,547.1,24.3,513.1,23,36,36,130,6.4,0.1,5.2,0.3,36,36,control,yes,Rat_Chow_PMI_foods_#5001,21,yes,120,ANXIETY,ANXIETY,Forced_swim_test,5,Total_immobility,sec,yes,day,6/25-25/25 m,52.53,6.91,14,41.47,4.84,14,con_15,,,no,Fig.3,,no,"Exp 2. Used only results from the initial swim test, not from the second one. ",,,,,,,,,
yes,,comp_55,s_04,D_09,A_12,Wiener ,1983,Influence of perinatal malnutrition on,J009,rats,Sprague-Dawley,protein,-,33%,8%,24.48%,protein content,,,,,no,no,yes,yes,Wayne_Lab_Blox_24.48P,TD_69378_Teklad_Mills,14,43,pre+lact,75,10,10,no,single,,12,8,yes,no,both,group,,,,,40,40,90,,,,,40,40,control,yes,TD_69378_Teklad_Mills,21,yes,90,ANXIETY,ACTIVITY,Open_Field,3,sector_crossed,#,yes,day,con_exp_sex pooled,51.4,,20,55.68,,20,con_16,,,no,Fig. 1,"sex are pooled in figure 1, no se or sd given, researchers cannot be reached for missing info",yes,sd from Levine 1973. same sd for exp and control group ,,,,,,,,,
yes,,comp_56,s_04,D_09,A_12,Wiener ,1983,Influence of perinatal malnutrition on,J009,rats,Sprague-Dawley,protein,-,33%,8%,24.48%,protein content,,,,,no,no,yes,yes,Wayne_Lab_Blox_24.48P,TD_69378_Teklad_Mills,14,43,pre+lact,75,10,10,no,single,,12,8,yes,no,both,group,,,,,40,40,90,,,,,40,40,control,yes,TD_69378_Teklad_Mills,21,yes,90,ANXIETY,EXPLORATION,Open_Field,3,rearing,#,yes,day,con_exp_sex pooled,12.23,,20,16.73,,20,con_17,,,no,Fig. 1,"sex are pooled in figure 1, no se or sd given, researchers cannot be reached for missing info",yes,sem from Weinberg et al. Same sem for control and exp groups. ,,,,,,,,,
yes,,comp_57,s_04,D_09,A_12,Wiener ,1983,Influence of perinatal malnutrition on,J009,rats,Sprague-Dawley,protein,-,33%,8%,24.48%,protein content,,,,,no,no,yes,yes,Wayne_Lab_Blox_24.48P,TD_69378_Teklad_Mills,14,43,pre+lact,75,10,10,no,single,,12,8,yes,no,both,group,,,,,40,40,90,,,,,40,40,control,yes,TD_69378_Teklad_Mills,21,yes,90,ANXIETY,ANXIETY,Open_Field,3,time_frozen,%,no,day,con_exp_sex pooled,17.08,,20,7.58,,20,con_18,,,yes,Fig. 1,"sex are pooled in figure 1, no se or sd given, researchers cannot be reached for missing info",yes,,,,,,,,,,
yes,,comp_58,s_04,D_09,A_12,Wiener ,1983,Influence of perinatal malnutrition on,J009,rats,Sprague-Dawley,protein,-,33%,8%,24.48%,protein content,,,,,no,no,yes,yes,Wayne_Lab_Blox_24.48P,TD_69378_Teklad_Mills,14,43,pre+lact,75,10,10,no,single,,12,8,yes,no,both,group,,,,,40,40,90,,,,,40,40,control,yes,TD_69378_Teklad_Mills,21,yes,90,ANXIETY,ANXIETY,Open_Field,3,Defecation,#,no,day,con_exp_sex pooled,3.4,,20,3.4,,20,con_19,,,no,Fig. 1,"sex are pooled in figure 1, no se or sd given, researchers cannot be reached for missing info",yes,sd from Levine 1973. same sd for exp and control group ,,,,,,,,,
yes,,comp_71,s_06,D_12,A_15,Nollan,2001,Lack of effect of protein ,J039,rats,Wistar,protein,-,0%,0%,?,protein free diet,,,,,no,no,yes,yes,Nolan_control,TD_93328_Harland_Teklad,1,22,pre,,,,no,,,14,,yes,yes,m,group,384.1,4.47,337.9,4.2,,,84,6.7,0.8,3.9,0.5,,,control,yes,Nolan_control,0,yes,122,ANXIETY,ANXIETY,Open_Field,10,Inner_crossings,#,yes,day,con_exp_4mo,0.56,0.41,7,1.09,0.24,7,con_20,,,no,"Fig 7 e,f,g,h","no true sample size but range7-13, researchers cannot be reached for exact sample sizes",no,Extracted data for 4 months only,,,,,,,,,
yes,,comp_72,s_06,D_12,A_15,Nollan,2001,Lack of effect of protein ,J039,rats,Wistar,protein,-,0%,0%,?,protein free diet,,,,,no,no,yes,yes,Nolan_control,TD_93328_Harland_Teklad,1,22,pre,,,,no,,,14,,yes,yes,m,group,384.1,4.47,337.9,4.2,,,84,6.7,0.8,3.9,0.5,,,control,yes,Nolan_control,0,yes,122,ANXIETY,ANXIETY,Open_Field,10,Outer_crossings,#,no,day,con_exp_4mo,44.42,9.8,7,31.73,5.19,7,con_21,,,no,"Fig 7 e,f,g,h","no true sample size but range7-13, researchers cannot be reached for exact sample sizes",no,Extracted data for 4 months only,,,,,,,,,
yes,,comp_73,s_06,D_12,A_15,Nollan,2001,Lack of effect of protein ,J039,rats,Wistar,protein,-,0%,0%,?,protein free diet,,,,,no,no,yes,yes,Nolan_control,TD_93328_Harland_Teklad,1,22,pre,,,,no,,,14,,yes,yes,m,group,384.1,4.47,337.9,4.2,,,84,6.7,0.8,3.9,0.5,,,control,yes,Nolan_control,0,yes,122,ANXIETY,ANXIETY,Open_Field,10,Latency_enter_Inner,sec,no,day,con_exp_4mo,481.89,75.59,7,382.68,80.31,7,con_22,,,no,"Fig 7 e,f,g,h","no true sample size but range7-13, researchers cannot be reached for exact sample sizes",no,Extracted data for 4 months only,,,,,,,,,
yes,,comp_74,s_06,D_12,A_15,Nollan,2001,Lack of effect of protein ,J039,rats,Wistar,protein,-,0%,0%,?,protein free diet,,,,,no,no,yes,yes,Nolan_control,TD_93328_Harland_Teklad,1,22,pre,,,,no,,,14,,yes,yes,m,group,384.1,4.47,337.9,4.2,,,84,6.7,0.8,3.9,0.5,,,control,yes,Nolan_control,0,yes,122,ANXIETY,EXPLORATION,Open_Field,10,rearings,#,yes,day,con_exp_4mo,18.32,5.55,7,20.6,3.27,7,con_23,,,no,"Fig 7 e,f,g,h","no true sample size but range7-13, researchers cannot be reached for exact sample sizes",no,Extracted data for 4 months only,,,,,,,,,
yes,,comp_75,s_06,D_12,A_16,Nollan,2001,Lack of effect of protein ,J039,rats,Wistar,protein,-,0%,0%,?,protein free diet,,,,,no,no,yes,yes,Nolan_control,TD_93328_Harland_Teklad,1,22,pre,,,,no,,,14,,yes,yes,m,group,384.1,4.47,337.9,4.2,,,84,6.7,0.8,3.9,0.5,,,control,yes,Nolan_control,0,yes,122,ANXIETY,ANXIETY,EPM,10,Closed_arm_entries,#,no,day,con_exp_4mo,10.28,1.11,7,5.54,0.7,7,con_24,,,no,"Fig 7 a,b,c,d","no true sample size but range7-13, researchers cannot be reached for exact sample sizes",no,Extracted data for 4 months only,,,,,,,,,
yes,,comp_76,s_06,D_12,A_16,Nollan,2001,Lack of effect of protein ,J039,rats,Wistar,protein,-,0%,0%,?,protein free diet,,,,,no,no,yes,yes,Nolan_control,TD_93328_Harland_Teklad,1,22,pre,,,,no,,,14,,yes,yes,m,group,384.1,4.47,337.9,4.2,,,84,6.7,0.8,3.9,0.5,,,control,yes,Nolan_control,0,yes,122,ANXIETY,ANXIETY,EPM,10,Open_arm_entries,#,yes,day,con_exp_4mo,2.67,0.45,7,1.57,0.94,7,con_25,,,no,"Fig 7 a,b,c,d","no true sample size but range7-13, researchers cannot be reached for exact sample sizes",no,Extracted data for 4 months only,,,,,,,,,
yes,,comp_77,s_06,D_12,A_16,Nollan,2001,Lack of effect of protein ,J039,rats,Wistar,protein,-,0%,0%,?,protein free diet,,,,,no,no,yes,yes,Nolan_control,TD_93328_Harland_Teklad,1,22,pre,,,,no,,,14,,yes,yes,m,group,384.1,4.47,337.9,4.2,,,84,6.7,0.8,3.9,0.5,,,control,yes,Nolan_control,0,yes,122,ANXIETY,ANXIETY,EPM,10,Open_arm_time,sec,yes,day,con_exp_4mo,47.53,10.97,7,24.37,7.92,7,con_26,,,no,"Fig 7 a,b,c,d","no true sample size but range7-13, researchers cannot be reached for exact sample sizes",no,Extracted data for 4 months only,,,,,,,,,
yes,,comp_78,s_06,D_12,A_16,Nollan,2001,Lack of effect of protein ,J039,rats,Wistar,protein,-,0%,0%,?,protein free diet,,,,,no,no,yes,yes,Nolan_control,TD_93328_Harland_Teklad,1,22,pre,,,,no,,,14,,yes,yes,m,group,384.1,4.47,337.9,4.2,,,84,6.7,0.8,3.9,0.5,,,control,yes,Nolan_control,0,yes,122,ANXIETY,ANXIETY,EPM,10,Latency_enter_open_arm,sec,no,day,con_exp_4mo,192,60.8,7,329.6,70.4,7,con_27,,,no,"Fig 7 a,b,c,d","no true sample size but range7-13, researchers cannot be reached for exact sample sizes",no,Extracted data for 4 months only,,,,,,,,,
yes,,comp_82,s_07,D_13,A_18,Simonson,1971,Open field studies in offspring,J006,rats,McCollum,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Purina_lab_chow,50%_Purina_lab_chow,1,22,pre,135,,,no,group,,,8,yes,yes,m,,430.11,,412.11,,12,9,26,,,,,,,control,yes,Purina_lab_chow,0,,26,ANXIETY,ANXIETY,Open_Field,6,latency_move,sec,no,day,con_exp,31.84,,9,11.43,,12,con_28,,,no,Fig 2,"SE or SD missing, researchers cannot be reached form issing info",yes,,,,,,,,,,
yes,,comp_83,s_07,D_13,A_18,Simonson,1971,Open field studies in offspring,J006,rats,McCollum,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Purina_lab_chow,50%_Purina_lab_chow,1,22,pre,135,,,no,group,,,8,yes,yes,m,,430.11,,412.11,,12,9,26,,,,,,,control,yes,Purina_lab_chow,0,,26,ANXIETY,ACTIVITY,Open_Field,6,square_crossed,#,yes,day,con_exp,1.94,,9,3.02,,12,con_29,,,no,Fig 3,"SE or SD missing, researchers cannot be reached form issing info",yes,,,,,,,,,,
yes,,comp_84,s_07,D_13,A_18,Simonson,1971,Open field studies in offspring,J006,rats,McCollum,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Purina_lab_chow,50%_Purina_lab_chow,1,22,pre,135,,,no,group,,,8,yes,yes,m,,430.11,,412.11,,12,9,26,,,,,,,control,yes,Purina_lab_chow,0,,26,ANXIETY,ANXIETY,Open_Field,6,time _spent_Center_quare,sec,yes,day,con_exp,1.01,,9,1.78,,12,con_30,,,no,Fig 4,"SE or SD missing, researchers cannot be reached form issing info",yes,,,,,,,,,,
yes,,comp_85,s_07,D_13,A_18,Simonson,1971,Open field studies in offspring,J006,rats,McCollum,calorie,-,50%,50%,100%,intake,,,,,yes,no,yes,no,Purina_lab_chow,50%_Purina_lab_chow,1,22,pre,135,,,no,group,,,8,yes,yes,m,,430.11,,412.11,,12,9,26,,,,,,,control,yes,Purina_lab_chow,0,,26,ANXIETY,ANXIETY,Open_Field,6,Defecation,#,no,day,con_exp,4.2,,9,3.61,,12,con_31,,,no,Fig 5,"SE or SD missing, researchers cannot be reached form issing info",yes,,,,,,,,,,
yes,,comp_86,s_08,D_14,A_19,Jaiswal,1996,Behavioural effects of prenatal and posnatal,J002,rats,Charles_Foster,calorie,-,50%,50%,100%,intake,,,,,no,no,,,Brook_BondLipton,50%_Brook_BondLipton,1,22,pre,,,,no,,,,8,yes,yes,both,,,,,,,,,,,,,,,control,,Brook_Bondlipton,0,,90,ANXIETY,ANXIETY,EPM,5,Open_arm_entries,#,yes,day,con_exp,2.6,0.36,15,3.38,0.32,8,con_32,,,no,Table 1,,no,,,,,,,,,,
yes,,comp_87,s_08,D_14,A_19,Jaiswal,1996,Behavioural effects of prenatal and posnatal,J002,rats,Charles_Foster,calorie,-,50%,50%,100%,intake,,,,,no,no,,,Brook_BondLipton,50%_Brook_BondLipton,1,22,pre,,,,no,,,,8,yes,yes,both,,,,,,,,,,,,,,,control,,Brook_Bondlipton,0,,90,ANXIETY,ANXIETY,EPM,5,Closed_arm_entries,#,no,day,con_exp,9.78,0.97,15,6.25,0.45,8,con_33,,,no,Table 1,,no,,,,,,,,,,
yes,,comp_88,s_08,D_14,A_19,Jaiswal,1996,Behavioural effects of prenatal and posnatal,J002,rats,Charles_Foster,calorie,-,50%,50%,100%,intake,,,,,no,no,,,Brook_BondLipton,50%_Brook_BondLipton,1,22,pre,,,,no,,,,8,yes,yes,both,,,,,,,,,,,,,,,control,,Brook_Bondlipton,0,,90,ANXIETY,ANXIETY,EPM,5,Open_arm_time,sec,yes,day,con_exp,30.37,5.01,15,38.6,6.15,8,con_34,,,no,Table 1,,no,,,,,,,,,,
yes,,comp_89,s_08,D_14,A_19,Jaiswal,1996,Behavioural effects of prenatal and posnatal,J002,rats,Charles_Foster,calorie,-,50%,50%,100%,intake,,,,,no,no,,,Brook_BondLipton,50%_Brook_BondLipton,1,22,pre,,,,no,,,,8,yes,yes,both,,,,,,,,,,,,,,,control,,Brook_Bondlipton,0,,90,ANXIETY,ANXIETY,EPM,5,Closed_arm_time,sec,no,day,con_exp,230.55,6.86,15,229.3,10.29,8,con_35,,,no,Table 1,,no,,,,,,,,,,
yes,,comp_90,s_08,D_14,A_19,Jaiswal,1996,Behavioural effects of prenatal and posnatal,J002,rats,Charles_Foster,calorie,-,50%,50%,100%,intake,,,,,no,no,,,Brook_BondLipton,50%_Brook_BondLipton,1,22,pre,,,,no,,,,8,yes,yes,both,,,,,,,,,,,,,,,control,,Brook_Bondlipton,0,,90,ANXIETY,ANXIETY,EPM,5,Ratio_Open_Closed_entries,#,yes,day,con_exp,0.31,0.06,15,0.55,0.5,8,con_36,,,no,Table 2,,no,,,,,,,,,,
yes,,comp_91,s_08,D_14,A_19,Jaiswal,1996,Behavioural effects of prenatal and posnatal,J002,rats,Charles_Foster,calorie,-,50%,50%,100%,intake,,,,,no,no,,,Brook_BondLipton,50%_Brook_BondLipton,1,22,pre,,,,no,,,,8,yes,yes,both,,,,,,,,,,,,,,,control,,Brook_Bondlipton,0,,90,ANXIETY,ANXIETY,EPM,5,Ratio_Open_Closed_time,#,yes,day,con_exp,0.14,0.02,15,0.18,0.04,8,con_37,,,no,Table 2,,no,,,,,,,,,,
yes,,comp_92,s_08,D_14,A_19,Jaiswal,1996,Behavioural effects of prenatal and posnatal,J002,rats,Charles_Foster,calorie,-,50%,50%,100%,intake,,,,,no,no,,,Brook_BondLipton,50%_Brook_BondLipton,1,22,pre,,,,no,,,,8,yes,yes,both,,,,,,,,,,,,,,,control,,Brook_Bondlipton,0,,90,ANXIETY,ACTIVITY,Open_Field,5,ambulation,?,yes,day,con_exp,54.14,4.92,7,78.42,4.16,12,con_38,,,no,Table 3,,no,,,,,,,,,,
yes,,comp_93,s_08,D_14,A_19,Jaiswal,1996,Behavioural effects of prenatal and posnatal,J002,rats,Charles_Foster,calorie,-,50%,50%,100%,intake,,,,,no,no,,,Brook_BondLipton,50%_Brook_BondLipton,1,22,pre,,,,no,,,,8,yes,yes,both,,,,,,,,,,,,,,,control,,Brook_Bondlipton,0,,90,ANXIETY,EXPLORATION,Open_Field,5,rearings,#,yes,day,con_exp,19.29,3.16,7,27.83,2.26,12,con_39,,,no,Table 3,,no,,,,,,,,,,
yes,,comp_94,s_08,D_14,A_19,Jaiswal,1996,Behavioural effects of prenatal and posnatal,J002,rats,Charles_Foster,calorie,-,50%,50%,100%,intake,,,,,no,no,,,Brook_BondLipton,50%_Brook_BondLipton,1,22,pre,,,,no,,,,8,yes,yes,both,,,,,,,,,,,,,,,control,,Brook_Bondlipton,0,,90,ANXIETY,ACTIVITY,Open_Field,5,grooming,#,yes,day,con_exp,6.86,0.55,7,6.42,0.71,12,con_40,,,no,Table 3,,no,,,,,,,,,,
yes,,comp_95,s_08,D_14,A_19,Jaiswal,1996,Behavioural effects of prenatal and posnatal,J002,rats,Charles_Foster,calorie,-,50%,50%,100%,intake,,,,,no,no,,,Brook_BondLipton,50%_Brook_BondLipton,1,22,pre,,,,no,,,,8,yes,yes,both,,,,,,,,,,,,,,,control,,Brook_Bondlipton,0,,90,ANXIETY,ACTIVITY,Open_Field,5,licking,#,yes,day,con_exp,3.14,0.86,7,1.58,0.47,12,con_41,,,no,Table 3,,no,,,,,,,,,,
yes,,comp_96,s_08,D_14,A_19,Jaiswal,1996,Behavioural effects of prenatal and posnatal,J002,rats,Charles_Foster,calorie,-,50%,50%,100%,intake,,,,,no,no,,,Brook_BondLipton,50%_Brook_BondLipton,1,22,pre,,,,no,,,,8,yes,yes,both,,,,,,,,,,,,,,,control,,Brook_Bondlipton,0,,90,ANXIETY,ACTIVITY,Open_Field,5,scratching,#,yes,day,con_exp,0.29,0.18,7,0.25,0.13,12,con_42,,,no,Table 3,,no,,,,,,,,,,
yes,,comp_97,s_08,D_14,A_19,Jaiswal,1996,Behavioural effects of prenatal and posnatal,J002,rats,Charles_Foster,calorie,-,50%,50%,100%,intake,,,,,no,no,,,Brook_BondLipton,50%_Brook_BondLipton,1,22,pre,,,,no,,,,8,yes,yes,both,,,,,,,,,,,,,,,control,,Brook_Bondlipton,0,,90,ANXIETY,ANXIETY,Open_Field,5,Defecation,#,no,day,con_exp,5.43,0.57,7,3.17,0.69,12,con_43,,,no,Table 3,,no,,,,,,,,,,
?,FST,comp_98,s_08,D_14,A_19,Jaiswal,1996,Behavioural effects of prenatal and posnatal,J002,rats,Charles_Foster,calorie,-,50%,50%,100%,intake,,,,,no,no,,,Brook_BondLipton,50%_Brook_BondLipton,1,22,pre,,,,no,,,,8,yes,yes,both,,,,,,,,,,,,,,,control,,Brook_Bondlipton,0,,90,ANXIETY,ANXIETY,Forced_swim_test,5,Total_immobility,sec,no,day,con_exp,125.47,4.99,10,65.23,6.46,12,con_44,,,no,Table 4,They had a 15min pre-test 24h earlier before the 5min test,no,,,,,,,,,,
yes,,comp_99,s_09,D_15,A_20,Borsonelo,2011,Effect of fish oil and ,J031,rats,Wistar,calorie,+,2.5,17.20%,6.80%,% fat in diet,2.54,17.29,6.81,lipid g/100g,no,no,yes,yes,Nuvilab_rat_chow,coconut_Nuvilab_rat_chow,-14,43,pre+lact,60,8,5,yes,,23,12,10,yes,no,m,,393.45,2.36,384.03,7.07,9,10,90,7.37,0.22,6.96,0.11,9,10,control,,Nuvilab_rat_chow,21,,90,ACTIVITY,ACTIVITY,Open_Field,5,square_crossed,#,yes,day,con_coconut,39.63,6.1,10,24.09,3.66,9,con_45,,,no,Fig 2,,no,Did not extract data for the prenataly stressed animals (some dams were stressed using bright light during pregnancy),,,,,,,,,
?,FST,comp_100,s_09,D_15,A_20,Borsonelo,2011,Effect of fish oil and ,J031,rats,Wistar,calorie,+,2.5,17.20%,6.80%,% fat in diet,2.54,17.29,6.81,lipid g/100g,no,no,yes,yes,Nuvilab_rat_chow,coconut_Nuvilab_rat_chow,-14,43,pre+lact,60,8,5,yes,,23,12,10,yes,no,m,,393.45,2.36,384.03,7.07,9,10,90,7.37,0.22,6.96,0.11,9,10,control,,Nuvilab_rat_chow,21,,90,ANXIETY,ANXIETY,Forced_swim_test,5,immobility,sec,yes,day,con_coconut,143.7,17.02,10,134.09,17.02,9,con_46,,,no,Fig 2,They had a 15min pre-test 24h earlier before the 5min test,no,Did not extract data for the prenataly stressed animals (some dams were stressed using bright light during pregnancy),,,,,,,,,
?,FST,comp_101,s_09,D_15,A_20,Borsonelo,2011,Effect of fish oil and ,J031,rats,Wistar,calorie,+,2.5,17.20%,6.80%,% fat in diet,2.54,17.29,6.81,lipid g/100g,no,no,yes,yes,Nuvilab_rat_chow,coconut_Nuvilab_rat_chow,-14,43,pre+lact,60,8,5,yes,,23,12,10,yes,no,m,,393.45,2.36,384.03,7.07,9,10,90,7.37,0.22,6.96,0.11,9,10,control,,Nuvilab_rat_chow,21,,90,ANXIETY,ANXIETY,Forced_swim_test,5,swimming,sec,no,day,con_coconut,87.68,15.96,10,74.87,13.83,9,con_47,,,no,Fig 2,They had a 15min pre-test 24h earlier before the 5min test,no,Did not extract data for the prenataly stressed animals (some dams were stressed using bright light during pregnancy),,,,,,,,,
?,FST,comp_102,s_09,D_15,A_20,Borsonelo,2011,Effect of fish oil and ,J031,rats,Wistar,calorie,+,2.5,17.20%,6.80%,% fat in diet,2.54,17.29,6.81,lipid g/100g,no,no,yes,yes,Nuvilab_rat_chow,coconut_Nuvilab_rat_chow,-14,43,pre+lact,60,8,5,yes,,23,12,10,yes,no,m,,393.45,2.36,384.03,7.07,9,10,90,7.37,0.22,6.96,0.11,9,10,control,,Nuvilab_rat_chow,21,,90,ANXIETY,ANXIETY,Forced_swim_test,5,climbing,sec,no,day,con_coconut,72.08,9.57,10,92.25,14.89,9,con_48,,,no,Fig 2,They had a 15min pre-test 24h earlier before the 5min test,no,Did not extract data for the prenataly stressed animals (some dams were stressed using bright light during pregnancy),,,,,,,,,
yes,,comp_103,s_09,D_16,A_21,Borsonelo,2011,Effect of fish oil and ,J031,rats,Wistar,calorie,+,2.5,17.20%,6.80%,% fat in diet,2.54,17.29,6.81,lipid g/100g,no,no,yes,yes,Nuvilab_rat_chow,fish_oil_Nuvilab_rat_chow,-14,43,pre+lact,60,8,5,yes,,23,12,10,yes,no,m,,393.45,2.36,367.54,11.78,9,10,90,7.37,0.22,7.43,0.16,9,10,control,,Nuvilab_rat_chow,21,,90,ACTIVITY,ACTIVITY,Open_Field,5,square_crossed,#,yes,day,con_fish_oil,34.85,4.06,10,24.09,3.66,9,con_45,,,no,Fig 2,,no,Did not extract data for the prenataly stressed animals (some dams were stressed using bright light during pregnancy),,,,,,,,,
?,FST,comp_104,s_09,D_16,A_21,Borsonelo,2011,Effect of fish oil and ,J031,rats,Wistar,calorie,+,2.5,17.20%,6.80%,% fat in diet,2.54,17.29,6.81,lipid g/100g,no,no,yes,yes,Nuvilab_rat_chow,fish_oil_Nuvilab_rat_chow,-14,43,pre+lact,60,8,5,yes,,23,12,10,yes,no,m,,393.45,2.36,367.54,11.78,9,10,90,7.37,0.22,7.43,0.16,9,10,control,,Nuvilab_rat_chow,21,,90,ANXIETY,ANXIETY,Forced_swim_test,5,immobility,sec,yes,day,con_fish_oil,159.7,11.7,10,134.09,17.02,9,con_46,,,no,Fig 2,They had a 15min pre-test 24h earlier before the 5min test,no,Did not extract data for the prenataly stressed animals (some dams were stressed using bright light during pregnancy),,,,,,,,,
?,FST,comp_105,s_09,D_16,A_21,Borsonelo,2011,Effect of fish oil and ,J031,rats,Wistar,calorie,+,2.5,17.20%,6.80%,% fat in diet,2.54,17.29,6.81,lipid g/100g,no,no,yes,yes,Nuvilab_rat_chow,fish_oil_Nuvilab_rat_chow,-14,43,pre+lact,60,8,5,yes,,23,12,10,yes,no,m,,393.45,2.36,367.54,11.78,9,10,90,7.37,0.22,7.43,0.16,9,10,control,,Nuvilab_rat_chow,21,,90,ANXIETY,ANXIETY,Forced_swim_test,5,swimming,sec,no,day,con_fish_oil,83.46,11.7,10,74.87,13.83,9,con_47,,,no,Fig 2,They had a 15min pre-test 24h earlier before the 5min test,no,Did not extract data for the prenataly stressed animals (some dams were stressed using bright light during pregnancy),,,,,,,,,
?,FST,comp_106,s_09,D_16,A_21,Borsonelo,2011,Effect of fish oil and ,J031,rats,Wistar,calorie,+,2.5,17.20%,6.80%,% fat in diet,2.54,17.29,6.81,lipid g/100g,no,no,yes,yes,Nuvilab_rat_chow,fish_oil_Nuvilab_rat_chow,-14,43,pre+lact,60,8,5,yes,,23,12,10,yes,no,m,,393.45,2.36,367.54,11.78,9,10,90,7.37,0.22,7.43,0.16,9,10,control,,Nuvilab_rat_chow,21,,90,ANXIETY,ANXIETY,Forced_swim_test,5,climbing,sec,no,day,con_fish_oil,58.29,5.32,10,92.25,14.89,9,con_48,,,no,Fig 2,They had a 15min pre-test 24h earlier before the 5min test,no,Did not extract data for the prenataly stressed animals (some dams were stressed using bright light during pregnancy),,,,,,,,,
yes,,comp_107,s_10,D_17,A_22,Almeida,1996,Prenatal protein malnutrition affects,J009,rats,Sprague-Dawley,protein,-,24%,6%,25%,protein content,,,,,no,no,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_6Casein,-35,22,pre,,,,no,single,22.7,12,8,yes,yes,m,pair,423,5,408,249,8,8,70,5.86,0.22,5,0.33,8,8,control,yes,Rat_Chow_PMI_foods_#5001,21,yes,70,ANXIETY,ANXIETY,Elev_T_maze,5,latency_emerge_closed_arm,sec,no,night,6/25_25/25m,23.46,1.68,8,58.66,36.87,8,con_49,,,no,Fig 1,extracted latency to emerge (avoidance) baseline only. Extracted time spent in open arm (escape) 1 only. ,no,,,,,,,,,,
